Date,Open,High,Low,Close,Adj Close,Volume
1986-07-18,236.07,238.22,233.94,236.36,236.36,149700000
1986-07-21,236.36,236.45,235.53,236.24,236.24,106300000
1986-07-22,236.24,238.42,235.92,238.18,238.18,138500000
1986-07-23,238.19,239.25,238.17,238.67,238.67,133300000
1986-07-24,238.69,239.05,237.32,237.95,237.95,134700000
1986-07-25,237.99,240.36,237.95,240.22,240.22,132000000
1986-07-28,240.2,240.25,235.23,236.01,236.01,128000000
1986-07-29,235.72,236.01,234.4,234.55,234.55,115700000
1986-07-30,234.57,237.38,233.07,236.59,236.59,146700000
1986-07-31,236.59,236.92,235.89,236.12,236.12,112700000
1986-08-01,236.12,236.89,234.59,234.91,234.91,114900000
1986-08-04,234.91,236.86,231.92,235.99,235.99,130000000
1986-08-05,235.99,238.31,235.97,237.03,237.03,153100000
1986-08-06,237.03,237.35,235.48,236.84,236.84,127500000
1986-08-07,236.84,238.02,236.31,237.04,237.04,122400000
1986-08-08,237.04,238.06,236.37,236.88,236.88,106300000
1986-08-11,236.88,241.2,236.87,240.68,240.68,125600000
1986-08-12,240.68,243.37,240.35,243.34,243.34,131700000
1986-08-13,243.34,246.51,243.06,245.67,245.67,156400000
1986-08-14,245.67,246.79,245.53,246.25,246.25,123800000
1986-08-15,246.25,247.15,245.7,247.15,247.15,123500000
1986-08-18,247.15,247.83,245.48,247.38,247.38,112800000
1986-08-19,247.38,247.42,245.82,246.51,246.51,109300000
1986-08-20,246.53,249.77,246.51,249.77,249.77,156600000
1986-08-21,249.77,250.45,249.11,249.67,249.67,135200000
1986-08-22,249.67,250.61,249.27,250.19,250.19,118100000
1986-08-25,250.19,250.26,247.76,247.81,247.81,104400000
1986-08-26,247.81,252.91,247.81,252.84,252.84,156600000
1986-08-27,252.84,254.24,252.66,253.3,253.3,143300000
1986-08-28,253.3,253.67,251.91,252.84,252.84,125100000
1986-08-29,252.84,254.07,251.73,252.93,252.93,125300000
1986-09-02,252.93,253.3,248.14,248.52,248.52,135500000
1986-09-03,248.52,250.08,247.59,250.08,250.08,154300000
1986-09-04,250.08,254.01,250.03,253.83,253.83,189400000
1986-09-05,253.83,254.13,250.33,250.47,250.47,180600000
1986-09-08,250.47,250.47,247.02,248.14,248.14,153300000
1986-09-09,248.14,250.21,246.94,247.67,247.67,137500000
1986-09-10,247.67,247.76,246.11,247.06,247.06,140300000
1986-09-11,247.06,247.06,234.67,235.18,235.18,237600000
1986-09-12,235.18,235.45,228.74,230.67,230.67,240500000
1986-09-15,230.67,232.82,229.44,231.94,231.94,155600000
1986-09-16,231.93,231.94,228.32,231.72,231.72,131200000
1986-09-17,231.73,233.81,231.38,231.68,231.68,141000000
1986-09-18,231.67,232.87,230.57,232.31,232.31,132200000
1986-09-19,232.3,232.31,230.69,232.21,232.21,153900000
1986-09-22,232.2,234.93,232.2,234.93,234.93,126100000
1986-09-23,234.96,235.88,234.5,235.67,235.67,132600000
1986-09-24,235.66,237.06,235.53,236.28,236.28,134600000
1986-09-25,231.83,236.28,230.67,231.83,231.83,134300000
1986-09-26,231.83,233.68,230.64,232.23,232.23,115300000
1986-09-29,232.23,232.23,228.08,229.91,229.91,115600000
1986-09-30,229.91,233.01,229.91,231.32,231.32,124900000
1986-10-01,231.32,234.62,231.32,233.6,233.6,143600000
1986-10-02,233.6,234.33,232.77,233.92,233.92,128100000
1986-10-03,233.92,236.16,232.79,233.71,233.71,128100000
1986-10-06,233.71,235.34,233.17,234.78,234.78,88250000
1986-10-07,234.74,235.18,233.46,234.41,234.41,125100000
1986-10-08,234.41,236.84,233.68,236.68,236.68,141700000
1986-10-09,236.67,238.2,235.72,235.85,235.85,153400000
1986-10-10,235.84,236.27,235.31,235.48,235.48,105100000
1986-10-13,235.52,235.91,235.02,235.91,235.91,54990000
1986-10-14,235.9,236.37,234.37,235.37,235.37,116800000
1986-10-15,235.36,239.03,235.27,238.8,238.8,144300000
1986-10-16,238.83,240.18,238.8,239.53,239.53,156900000
1986-10-17,239.5,239.53,237.71,238.84,238.84,124100000
1986-10-20,238.84,238.84,234.78,235.97,235.97,109000000
1986-10-21,236.03,236.49,234.95,235.88,235.88,110000000
1986-10-22,235.89,236.64,235.82,236.26,236.26,114000000
1986-10-23,236.28,239.76,236.26,239.28,239.28,150900000
1986-10-24,239.3,239.65,238.25,238.26,238.26,137500000
1986-10-27,238.22,238.77,236.72,238.77,238.77,133200000
1986-10-28,238.81,240.58,238.77,239.26,239.26,145900000
1986-10-29,239.23,241.0,238.98,240.94,240.94,164400000
1986-10-30,240.97,244.08,240.94,243.71,243.71,194200000
1986-10-31,243.7,244.51,242.95,243.98,243.98,147200000
1986-11-03,243.97,245.8,243.93,245.8,245.8,138200000
1986-11-04,245.8,246.43,244.42,246.2,246.2,163200000
1986-11-05,246.09,247.05,245.21,246.58,246.58,183200000
1986-11-06,246.54,246.9,244.3,245.87,245.87,165300000
1986-11-07,245.85,246.13,244.92,245.77,245.77,142300000
1986-11-10,245.75,246.22,244.68,246.13,246.13,120200000
1986-11-11,246.15,247.1,246.12,247.08,247.08,118500000
1986-11-12,247.06,247.67,245.68,246.64,246.64,162200000
1986-11-13,246.63,246.66,242.98,243.02,243.02,164000000
1986-11-14,243.01,244.51,241.96,244.5,244.5,172100000
1986-11-17,244.5,244.8,242.29,243.21,243.21,133300000
1986-11-18,243.2,243.23,236.65,236.78,236.78,185300000
1986-11-19,236.77,237.94,235.51,237.66,237.66,183300000
1986-11-20,237.66,242.05,237.66,242.05,242.05,158100000
1986-11-21,242.03,246.38,241.97,245.86,245.86,200700000
1986-11-24,245.86,248.0,245.21,247.45,247.45,150800000
1986-11-25,247.44,248.18,246.3,248.17,248.17,154600000
1986-11-26,248.14,248.9,247.73,248.77,248.77,152000000
1986-11-28,248.82,249.22,248.07,249.22,249.22,93530000
1986-12-01,249.22,249.22,245.72,249.05,249.05,133800000
1986-12-02,249.06,254.0,249.05,254.0,254.0,230400000
1986-12-03,254.0,254.87,253.24,253.85,253.85,200100000
1986-12-04,253.85,254.42,252.88,253.04,253.04,156900000
1986-12-05,253.05,253.89,250.71,251.17,251.17,139800000
1986-12-08,251.16,252.36,248.82,251.16,251.16,159000000
1986-12-09,251.16,251.27,249.25,249.28,249.28,128700000
1986-12-10,249.28,251.53,248.94,250.96,250.96,139700000
1986-12-11,250.97,250.98,247.15,248.17,248.17,136000000
1986-12-12,248.17,248.31,247.02,247.35,247.35,126600000
1986-12-15,247.31,248.23,244.92,248.21,248.21,148200000
1986-12-16,248.21,250.04,247.4,250.04,250.04,157000000
1986-12-17,250.01,250.04,247.19,247.56,247.56,148800000
1986-12-18,247.56,247.81,246.45,246.78,246.78,155400000
1986-12-19,246.79,249.96,245.89,249.73,249.73,244700000
1986-12-22,249.73,249.73,247.45,248.75,248.75,157600000
1986-12-23,248.75,248.75,245.85,246.34,246.34,188700000
1986-12-24,246.34,247.22,246.02,246.75,246.75,95410000
1986-12-26,246.75,247.09,246.73,246.92,246.92,48860000
1986-12-29,246.9,246.92,244.31,244.67,244.67,99800000
1986-12-30,244.66,244.67,243.04,243.37,243.37,126200000
1986-12-31,243.37,244.03,241.28,242.17,242.17,139200000
1987-01-02,242.17,246.45,242.17,246.45,246.45,91880000
1987-01-05,246.45,252.57,246.45,252.19,252.19,181900000
1987-01-06,252.2,253.99,252.14,252.78,252.78,189300000
1987-01-07,252.78,255.72,252.65,255.33,255.33,190900000
1987-01-08,255.36,257.28,254.97,257.28,257.28,194500000
1987-01-09,257.26,259.2,256.11,258.73,258.73,193000000
1987-01-12,258.72,261.36,257.92,260.3,260.3,184200000
1987-01-13,260.3,260.45,259.21,259.95,259.95,170900000
1987-01-14,259.95,262.72,259.62,262.64,262.64,214200000
1987-01-15,262.65,266.68,262.64,265.49,265.49,253100000
1987-01-16,265.46,267.24,264.31,266.28,266.28,218400000
1987-01-19,266.26,269.34,264.0,269.34,269.34,162800000
1987-01-20,269.34,271.03,267.65,269.04,269.04,224800000
1987-01-21,269.04,270.87,267.35,267.84,267.84,184200000
1987-01-22,267.84,274.05,267.32,273.91,273.91,188700000
1987-01-23,273.91,280.96,268.41,270.1,270.1,302400000
1987-01-26,270.1,270.4,267.73,269.61,269.61,138900000
1987-01-27,269.61,274.31,269.61,273.75,273.75,192300000
1987-01-28,273.75,275.71,273.03,275.4,275.4,195800000
1987-01-29,275.4,276.85,272.54,274.24,274.24,205300000
1987-01-30,274.24,274.24,271.38,274.08,274.08,163400000
1987-02-02,274.08,277.35,273.16,276.45,276.45,177400000
1987-02-03,276.45,277.83,275.84,275.99,275.99,198100000
1987-02-04,275.99,279.65,275.35,279.64,279.64,222400000
1987-02-05,279.64,282.26,278.66,281.16,281.16,256700000
1987-02-06,281.16,281.79,279.87,280.04,280.04,184100000
1987-02-09,280.04,280.04,277.24,278.16,278.16,143300000
1987-02-10,278.16,278.16,273.49,275.07,275.07,168300000
1987-02-11,275.07,277.71,274.71,277.54,277.54,172400000
1987-02-12,277.54,278.04,273.89,275.62,275.62,200400000
1987-02-13,275.62,280.91,275.01,279.7,279.7,184400000
1987-02-17,279.7,285.49,279.7,285.49,285.49,187800000
1987-02-18,285.49,287.55,282.97,285.42,285.42,218200000
1987-02-19,285.42,286.24,283.84,285.57,285.57,181500000
1987-02-20,285.57,285.98,284.31,285.48,285.48,175800000
1987-02-23,285.48,285.5,279.37,282.38,282.38,170500000
1987-02-24,282.38,283.33,281.45,282.88,282.88,151300000
1987-02-25,282.88,285.35,282.14,284.0,284.0,184100000
1987-02-26,284.0,284.4,280.73,282.96,282.96,165800000
1987-02-27,282.96,284.55,282.77,284.2,284.2,142800000
1987-03-02,284.17,284.83,282.3,283.0,283.0,156700000
1987-03-03,283.0,284.19,282.92,284.12,284.12,149200000
1987-03-04,284.12,288.62,284.12,288.62,288.62,198400000
1987-03-05,288.62,291.24,288.6,290.52,290.52,205400000
1987-03-06,290.52,290.67,288.77,290.66,290.66,181600000
1987-03-09,290.66,290.66,287.12,288.3,288.3,165400000
1987-03-10,288.3,290.87,287.89,290.86,290.86,174800000
1987-03-11,290.87,292.51,289.33,290.31,290.31,186900000
1987-03-12,290.33,291.91,289.66,291.22,291.22,174500000
1987-03-13,291.22,291.79,289.88,289.89,289.89,150900000
1987-03-16,289.88,289.89,286.64,288.23,288.23,134900000
1987-03-17,288.09,292.47,287.96,292.47,292.47,177300000
1987-03-18,292.49,294.58,290.87,292.78,292.78,198100000
1987-03-19,292.73,294.46,292.26,294.08,294.08,166100000
1987-03-20,294.08,298.17,294.08,298.17,298.17,234000000
1987-03-23,298.16,301.17,297.5,301.16,301.16,189100000
1987-03-24,301.17,301.92,300.14,301.64,301.64,189900000
1987-03-25,301.52,301.85,299.36,300.38,300.38,171300000
1987-03-26,300.39,302.72,300.38,300.93,300.93,196000000
1987-03-27,300.96,301.41,296.06,296.13,296.13,184400000
1987-03-30,296.1,296.13,286.69,289.2,289.2,208400000
1987-03-31,289.21,291.87,289.07,291.7,291.7,171800000
1987-04-01,291.59,292.38,288.34,292.38,292.38,182600000
1987-04-02,292.41,294.47,292.02,293.63,293.63,183000000
1987-04-03,293.64,301.3,292.3,300.41,300.41,213400000
1987-04-06,300.46,302.21,300.41,301.95,301.95,173700000
1987-04-07,301.94,303.65,296.67,296.69,296.69,186400000
1987-04-08,296.72,299.2,295.18,297.26,297.26,179800000
1987-04-09,297.25,297.71,291.5,292.86,292.86,180300000
1987-04-10,292.82,293.74,290.94,292.49,292.49,169500000
1987-04-13,292.48,293.36,285.62,285.62,285.62,181000000
1987-04-14,285.61,285.62,275.67,279.16,279.16,266500000
1987-04-15,279.17,285.14,279.16,284.44,284.44,198200000
1987-04-16,284.45,289.57,284.44,286.91,286.91,189600000
1987-04-20,286.91,288.36,284.55,286.09,286.09,139100000
1987-04-21,285.88,293.07,282.89,293.07,293.07,191300000
1987-04-22,293.05,293.46,286.98,287.19,287.19,185900000
1987-04-23,287.19,289.12,284.28,286.82,286.82,173900000
1987-04-24,286.81,286.82,281.18,281.52,281.52,178000000
1987-04-27,281.52,284.45,276.22,281.83,281.83,222700000
1987-04-28,281.83,285.95,281.83,282.51,282.51,180100000
1987-04-29,282.58,286.42,282.58,284.57,284.57,173600000
1987-04-30,284.58,290.08,284.57,288.36,288.36,183100000
1987-05-01,286.99,289.71,286.52,288.03,288.03,160100000
1987-05-04,288.02,289.99,286.39,289.36,289.36,140600000
1987-05-05,289.36,295.4,289.34,295.34,295.34,192300000
1987-05-06,295.35,296.19,293.6,295.47,295.47,196600000
1987-05-07,295.45,296.8,294.07,294.71,294.71,215200000
1987-05-08,294.73,296.18,291.73,293.37,293.37,161900000
1987-05-11,293.37,298.69,291.55,291.57,291.57,203700000
1987-05-12,291.57,293.3,290.18,293.3,293.3,155300000
1987-05-13,293.31,294.54,290.74,293.98,293.98,171000000
1987-05-14,293.98,295.1,292.95,294.24,294.24,152000000
1987-05-15,294.23,294.24,287.11,287.43,287.43,180800000
1987-05-18,287.43,287.43,282.57,286.65,286.65,174200000
1987-05-19,286.66,287.39,278.83,279.62,279.62,175400000
1987-05-20,279.62,280.89,277.01,278.21,278.21,206800000
1987-05-21,278.23,282.31,278.21,280.17,280.17,164800000
1987-05-22,280.17,283.33,280.17,282.16,282.16,135800000
1987-05-26,282.16,289.11,282.16,289.11,289.11,152500000
1987-05-27,289.07,290.78,288.19,288.73,288.73,171400000
1987-05-28,288.73,291.5,286.33,290.76,290.76,153800000
1987-05-29,290.77,292.87,289.7,290.1,290.1,153500000
1987-06-01,290.12,291.96,289.23,289.83,289.83,149300000
1987-06-02,289.82,290.94,286.93,288.46,288.46,153400000
1987-06-03,288.56,293.47,288.56,293.47,293.47,164200000
1987-06-04,293.46,295.09,292.76,295.09,295.09,140300000
1987-06-05,295.11,295.11,292.8,293.45,293.45,129100000
1987-06-08,293.46,297.03,291.55,296.72,296.72,136400000
1987-06-09,296.72,297.59,295.9,297.28,297.28,164200000
1987-06-10,297.28,300.81,295.66,297.47,297.47,197400000
1987-06-11,297.5,298.94,297.47,298.73,298.73,138900000
1987-06-12,298.77,302.26,298.73,301.62,301.62,175100000
1987-06-15,301.62,304.11,301.62,303.14,303.14,156900000
1987-06-16,303.12,304.86,302.6,304.76,304.76,157800000
1987-06-17,304.77,305.74,304.03,304.81,304.81,184700000
1987-06-18,304.78,306.13,303.38,305.69,305.69,168600000
1987-06-19,305.71,306.97,305.55,306.97,306.97,220500000
1987-06-22,306.98,310.2,306.97,309.65,309.65,178200000
1987-06-23,309.66,310.27,307.48,308.43,308.43,194200000
1987-06-24,308.44,308.91,306.32,306.86,306.86,153800000
1987-06-25,306.87,309.44,306.86,308.96,308.96,173500000
1987-06-26,308.94,308.96,306.36,307.16,307.16,150500000
1987-06-29,307.15,308.15,306.75,307.9,307.9,142500000
1987-06-30,307.89,308.0,303.01,304.0,304.0,165500000
1987-07-01,303.99,304.0,302.53,302.94,302.94,157000000
1987-07-02,302.96,306.34,302.94,305.63,305.63,154900000
1987-07-06,305.64,306.75,304.23,304.92,304.92,155000000
1987-07-07,304.91,308.63,304.73,307.4,307.4,200700000
1987-07-08,307.41,308.48,306.01,308.29,308.29,207500000
1987-07-09,308.3,309.56,307.42,307.52,307.52,195400000
1987-07-10,307.55,308.4,306.96,308.37,308.37,172100000
1987-07-13,308.41,308.41,305.49,307.63,307.63,152500000
1987-07-14,307.67,310.69,307.46,310.68,310.68,185900000
1987-07-15,310.67,312.08,309.07,310.42,310.42,202300000
1987-07-16,311.0,312.83,310.42,312.7,312.7,210900000
1987-07-17,312.71,314.59,312.38,314.59,314.59,210000000
1987-07-20,314.56,314.59,311.24,311.39,311.39,168100000
1987-07-21,311.36,312.41,307.51,308.55,308.55,186600000
1987-07-22,308.56,309.12,307.22,308.47,308.47,174700000
1987-07-23,308.5,309.63,306.1,307.81,307.81,163700000
1987-07-24,307.82,309.28,307.78,309.27,309.27,158400000
1987-07-27,309.3,310.7,308.61,310.65,310.65,152000000
1987-07-28,310.65,312.33,310.28,312.33,312.33,172600000
1987-07-29,312.34,315.65,311.73,315.65,315.65,196200000
1987-07-30,315.69,318.53,315.65,318.05,318.05,208000000
1987-07-31,318.05,318.85,317.56,318.66,318.66,181900000
1987-08-03,318.62,320.26,316.52,317.57,317.57,207800000
1987-08-04,317.59,318.25,314.51,316.23,316.23,166500000
1987-08-05,316.25,319.74,316.23,318.45,318.45,192700000
1987-08-06,318.49,322.09,317.5,322.09,322.09,192000000
1987-08-07,322.1,324.15,321.82,323.0,323.0,212700000
1987-08-10,322.98,328.0,322.95,328.0,328.0,187200000
1987-08-11,328.02,333.4,328.0,333.33,333.33,278100000
1987-08-12,333.32,334.57,331.06,332.39,332.39,235800000
1987-08-13,332.38,335.52,332.38,334.65,334.65,217100000
1987-08-14,334.63,336.08,332.63,333.99,333.99,196100000
1987-08-17,333.98,335.43,332.88,334.11,334.11,166100000
1987-08-18,334.1,334.11,326.43,329.25,329.25,198400000
1987-08-19,329.26,329.89,326.54,329.83,329.83,180900000
1987-08-20,331.49,335.19,329.83,334.84,334.84,196600000
1987-08-21,334.85,336.37,334.3,335.9,335.9,189600000
1987-08-24,335.89,335.9,331.92,333.33,333.33,149400000
1987-08-25,333.37,337.89,333.33,336.77,336.77,213500000
1987-08-26,336.77,337.39,334.46,334.57,334.57,196200000
1987-08-27,334.56,334.57,331.1,331.38,331.38,163600000
1987-08-28,331.37,331.38,327.03,327.04,327.04,156300000
1987-08-31,327.03,330.09,326.99,329.8,329.8,165800000
1987-09-01,329.81,332.18,322.83,323.4,323.4,193500000
1987-09-02,323.4,324.53,318.76,321.68,321.68,199900000
1987-09-03,321.47,324.29,317.39,320.21,320.21,165200000
1987-09-04,320.21,322.03,316.53,316.7,316.7,129100000
1987-09-08,316.68,316.7,308.56,313.56,313.56,242900000
1987-09-09,313.6,315.41,312.29,313.92,313.92,164900000
1987-09-10,313.92,317.59,313.92,317.13,317.13,179800000
1987-09-11,317.14,322.45,317.13,321.98,321.98,178000000
1987-09-14,322.02,323.81,320.4,323.08,323.08,154400000
1987-09-15,323.07,323.08,317.63,317.74,317.74,136200000
1987-09-16,317.75,319.5,314.61,314.86,314.86,195700000
1987-09-17,314.94,316.08,313.45,314.93,314.93,150700000
1987-09-18,314.98,316.99,314.86,314.86,314.86,188100000
1987-09-21,314.92,317.66,310.12,310.54,310.54,170100000
1987-09-22,310.54,319.51,308.69,319.5,319.5,209500000
1987-09-23,319.49,321.83,319.12,321.19,321.19,220300000
1987-09-24,321.09,322.01,319.12,319.72,319.72,162200000
1987-09-25,319.72,320.55,318.1,320.16,320.16,138000000
1987-09-28,320.16,325.33,320.16,323.2,323.2,188100000
1987-09-29,323.2,324.63,320.27,321.69,321.69,173500000
1987-09-30,321.69,322.53,320.16,321.83,321.83,183100000
1987-10-01,321.83,327.34,321.83,327.33,327.33,193200000
1987-10-02,327.33,328.94,327.22,328.07,328.07,189100000
1987-10-05,328.07,328.57,326.09,328.08,328.08,159700000
1987-10-06,328.08,328.08,319.17,319.22,319.22,175600000
1987-10-07,319.22,319.39,315.78,318.54,318.54,186300000
1987-10-08,318.54,319.34,312.02,314.16,314.16,198700000
1987-10-09,314.16,315.04,310.97,311.07,311.07,158300000
1987-10-12,311.07,311.07,306.76,309.39,309.39,141900000
1987-10-13,309.39,314.53,309.39,314.52,314.52,172900000
1987-10-14,314.52,314.52,304.78,305.23,305.23,207400000
1987-10-15,305.21,305.23,298.07,298.08,298.08,263200000
1987-10-16,298.08,298.92,281.52,282.7,282.7,338500000
1987-10-19,282.7,282.7,224.83,224.84,224.84,604300000
1987-10-20,225.06,245.62,216.46,236.83,236.83,608100000
1987-10-21,236.83,259.27,236.83,258.38,258.38,449600000
1987-10-22,258.24,258.38,242.99,248.25,248.25,392200000
1987-10-23,248.29,250.7,242.76,248.22,248.22,245600000
1987-10-26,248.2,248.22,227.26,227.67,227.67,308800000
1987-10-27,227.67,237.81,227.67,233.19,233.19,260200000
1987-10-28,233.19,238.58,226.26,233.28,233.28,279400000
1987-10-29,233.31,246.69,233.28,244.77,244.77,258100000
1987-10-30,244.77,254.04,244.77,251.79,251.79,303400000
1987-11-02,251.73,255.75,249.15,255.75,255.75,176000000
1987-11-03,255.75,255.75,242.78,250.82,250.82,227800000
1987-11-04,250.81,251.0,246.34,248.96,248.96,202500000
1987-11-05,248.93,256.09,247.72,254.48,254.48,226000000
1987-11-06,254.49,257.21,249.68,250.41,250.41,228290000
1987-11-09,250.41,250.41,243.01,243.17,243.17,160690000
1987-11-10,243.14,243.17,237.64,239.0,239.0,184310000
1987-11-11,239.01,243.86,239.0,241.9,241.9,147850000
1987-11-12,241.93,249.9,241.9,248.52,248.52,206280000
1987-11-13,248.54,249.42,245.64,245.64,245.64,174920000
1987-11-16,245.69,249.54,244.98,246.76,246.76,164340000
1987-11-17,246.73,246.76,240.81,243.04,243.04,148240000
1987-11-18,243.09,245.55,240.67,245.55,245.55,158270000
1987-11-19,245.54,245.55,239.7,240.05,240.05,157140000
1987-11-20,240.04,242.01,235.89,242.0,242.0,189170000
1987-11-23,242.0,242.99,240.5,242.99,242.99,143160000
1987-11-24,242.98,247.9,242.98,246.39,246.39,199520000
1987-11-25,246.42,246.54,244.08,244.1,244.1,139780000
1987-11-27,244.11,244.12,240.34,240.34,240.34,86360000
1987-11-30,240.27,240.34,225.75,230.3,230.3,268910000
1987-12-01,230.32,234.02,230.3,232.0,232.0,149870000
1987-12-02,232.01,234.56,230.31,233.45,233.45,148890000
1987-12-03,233.46,233.9,225.21,225.21,225.21,204160000
1987-12-04,225.2,225.77,221.24,223.92,223.92,184800000
1987-12-07,223.98,228.77,223.92,228.76,228.76,146660000
1987-12-08,228.77,234.92,228.69,234.91,234.91,227310000
1987-12-09,234.91,240.09,233.83,238.89,238.89,231430000
1987-12-10,238.89,240.05,233.4,233.57,233.57,188960000
1987-12-11,233.6,235.48,233.35,235.32,235.32,151680000
1987-12-14,235.3,242.34,235.04,242.19,242.19,187680000
1987-12-15,242.19,245.59,241.31,242.81,242.81,214970000
1987-12-16,242.81,248.11,242.8,248.08,248.08,193820000
1987-12-17,248.08,248.6,242.96,242.98,242.98,191780000
1987-12-18,243.01,249.18,243.01,249.16,249.16,276220000
1987-12-21,249.14,250.25,248.3,249.54,249.54,161790000
1987-12-22,249.56,249.97,247.01,249.95,249.95,192650000
1987-12-23,249.96,253.35,249.95,253.16,253.16,203110000
1987-12-24,253.13,253.16,251.68,252.03,252.03,108800000
1987-12-28,252.01,252.02,244.19,245.57,245.57,131220000
1987-12-29,245.58,245.88,244.28,244.59,244.59,111580000
1987-12-30,244.63,248.06,244.59,247.86,247.86,149230000
1987-12-31,247.84,247.86,245.22,247.08,247.08,170140000
1988-01-04,247.1,256.44,247.08,255.94,255.94,181810000
1988-01-05,255.95,261.78,255.95,258.63,258.63,209520000
1988-01-06,258.64,259.79,257.18,258.89,258.89,169730000
1988-01-07,258.87,261.32,256.18,261.07,261.07,175360000
1988-01-08,261.05,261.07,242.95,243.4,243.4,197300000
1988-01-11,243.38,247.51,241.07,247.49,247.49,158980000
1988-01-12,247.44,247.49,240.46,245.42,245.42,165730000
1988-01-13,245.41,249.25,241.41,245.81,245.81,154020000
1988-01-14,245.83,247.0,243.97,245.88,245.88,140570000
1988-01-15,246.02,253.65,245.88,252.05,252.05,197940000
1988-01-18,252.05,252.86,249.98,251.88,251.88,135100000
1988-01-19,251.84,253.33,248.75,249.32,249.32,153550000
1988-01-20,249.31,249.32,241.14,242.63,242.63,181660000
1988-01-21,242.65,244.25,240.17,243.14,243.14,158080000
1988-01-22,243.14,246.5,243.14,246.5,246.5,147050000
1988-01-25,246.53,252.87,246.5,252.17,252.17,275250000
1988-01-26,252.13,252.17,249.1,249.57,249.57,138380000
1988-01-27,249.58,253.02,248.5,249.38,249.38,176360000
1988-01-28,249.39,253.66,249.38,253.29,253.29,166430000
1988-01-29,253.31,257.07,252.7,257.07,257.07,211880000
1988-02-01,257.05,258.27,254.93,255.04,255.04,210660000
1988-02-02,255.05,256.08,252.8,255.57,255.57,164920000
1988-02-03,255.56,256.98,250.56,252.21,252.21,237270000
1988-02-04,252.2,253.03,250.34,252.21,252.21,186490000
1988-02-05,252.22,253.85,250.9,250.96,250.96,161310000
1988-02-08,250.95,250.96,247.82,249.1,249.1,168850000
1988-02-09,249.11,251.72,248.66,251.72,251.72,162350000
1988-02-10,251.74,256.92,251.72,256.66,256.66,187980000
1988-02-11,256.63,257.77,255.12,255.95,255.95,200760000
1988-02-12,255.95,258.86,255.85,257.63,257.63,177190000
1988-02-16,257.61,259.84,256.57,259.83,259.83,135380000
1988-02-17,259.94,261.47,257.83,259.21,259.21,176830000
1988-02-18,258.82,259.6,256.9,257.91,257.91,151430000
1988-02-19,257.9,261.61,257.62,261.61,261.61,180300000
1988-02-22,261.6,266.06,260.88,265.64,265.64,178930000
1988-02-23,265.62,266.12,263.11,265.02,265.02,192260000
1988-02-24,265.01,266.25,263.87,264.43,264.43,212730000
1988-02-25,264.39,267.75,261.05,261.58,261.58,213490000
1988-02-26,261.56,263.0,261.38,262.46,262.46,158060000
1988-02-29,262.46,267.82,262.46,267.82,267.82,236050000
1988-03-01,267.82,267.95,265.39,267.22,267.22,199990000
1988-03-02,267.23,268.75,267.0,267.98,267.98,199630000
1988-03-03,267.98,268.4,266.82,267.88,267.88,203310000
1988-03-04,267.87,268.4,264.72,267.3,267.3,201410000
1988-03-07,267.28,267.69,265.94,267.38,267.38,152980000
1988-03-08,267.38,270.06,267.38,269.43,269.43,237680000
1988-03-09,269.46,270.76,268.65,269.06,269.06,210900000
1988-03-10,269.07,269.35,263.8,263.84,263.84,197260000
1988-03-11,263.85,264.94,261.27,264.94,264.94,200020000
1988-03-14,264.93,266.55,264.52,266.37,266.37,131890000
1988-03-15,266.34,266.41,264.92,266.13,266.13,133170000
1988-03-16,266.11,268.68,264.81,268.65,268.65,153590000
1988-03-17,268.66,271.22,268.65,271.22,271.22,211920000
1988-03-18,271.22,272.64,269.76,271.12,271.12,245750000
1988-03-21,271.1,271.12,267.42,268.74,268.74,128830000
1988-03-22,268.73,269.61,267.9,268.84,268.84,142000000
1988-03-23,268.81,269.79,268.01,268.91,268.91,167370000
1988-03-24,268.91,268.91,262.48,263.35,263.35,184910000
1988-03-25,263.34,263.44,258.12,258.51,258.51,163170000
1988-03-28,258.5,258.51,256.07,258.06,258.06,142820000
1988-03-29,258.11,260.86,258.06,260.07,260.07,152690000
1988-03-30,260.06,261.59,257.92,258.07,258.07,151810000
1988-03-31,258.03,259.03,256.16,258.89,258.89,139870000
1988-04-04,258.89,259.06,255.68,256.09,256.09,182240000
1988-04-05,256.1,258.52,256.03,258.51,258.51,135290000
1988-04-06,258.52,265.5,258.22,265.49,265.49,189760000
1988-04-07,265.51,267.32,265.22,266.16,266.16,177840000
1988-04-08,266.15,270.22,266.11,269.43,269.43,169300000
1988-04-11,269.43,270.41,268.61,270.16,270.16,146370000
1988-04-12,269.88,272.05,269.66,271.37,271.37,146400000
1988-04-13,271.33,271.7,269.23,271.58,271.58,185120000
1988-04-14,271.55,271.57,259.37,259.75,259.75,211810000
1988-04-15,259.74,260.39,255.97,259.77,259.77,234160000
1988-04-18,259.75,259.81,258.03,259.21,259.21,144650000
1988-04-19,259.24,262.38,257.91,257.92,257.92,161910000
1988-04-20,257.91,258.54,256.12,256.13,256.13,147590000
1988-04-21,256.15,260.44,254.71,256.42,256.42,168440000
1988-04-22,256.45,261.16,256.42,260.14,260.14,152520000
1988-04-25,260.15,263.29,260.14,262.51,262.51,156950000
1988-04-26,262.45,265.06,262.18,263.93,263.93,152300000
1988-04-27,263.94,265.09,263.45,263.8,263.8,133810000
